csv_no,json_file,json_source,field,status,score,csv_value,json_value
137,137. Jha & Tsai. (2026). Using Machine Learning Approaches to Predict Taiwanese.json,json,title,agree,1.0,Using Machine Learning Approaches to Predict Taiwanese Eighth Graders' Computational Thinking Performance in ICILS 2023 Study,Using machine learning approaches to predict Taiwanese eighth graders’ computational thinking performance in ICILS 2023 study
137,137. Jha & Tsai. (2026). Using Machine Learning Approaches to Predict Taiwanese.json,json,authors,agree,1.0,"jha,tsai","jha,tsai"
137,137. Jha & Tsai. (2026). Using Machine Learning Approaches to Predict Taiwanese.json,json,ilsa_assessment,partial,0.5,"icils,iea",icils
137,137. Jha & Tsai. (2026). Using Machine Learning Approaches to Predict Taiwanese.json,json,ml_methods,agree,1.0,"gradient boosting,lightgbm,logistic regression,random forest,shap,xgboost","gradient boosting,lightgbm,logistic regression,random forest,shap,xgboost"
137,137. Jha & Tsai. (2026). Using Machine Learning Approaches to Predict Taiwanese.json,json,software,disagree,0.222,"Python (scikit-learn, XGBoost, LightGBM, hyperopt, optuna, SHAP)","r,scikit"
137,137. Jha & Tsai. (2026). Using Machine Learning Approaches to Predict Taiwanese.json,json,countries,agree,1.0,Taiwan,twn
137,137. Jha & Tsai. (2026). Using Machine Learning Approaches to Predict Taiwanese.json,json,dependent_outcome,agree,0.574,"CT performance score (binary: below average vs. above average, threshold=541)",Computational thinking performance (below vs above average)
137,137. Jha & Tsai. (2026). Using Machine Learning Approaches to Predict Taiwanese.json,json,journal_venue,agree,1.0,Computers in Human Behavior Reports,Computers in Human Behavior Reports
138,138. Kasap & Köro?lu. (2025). The Effect of the Weight Variable on Predicting.json,json,year,agree,1.0,2025,2025
138,138. Kasap & Köro?lu. (2025). The Effect of the Weight Variable on Predicting.json,json,title,agree,1.0,The Effect of the Weight Variable on Predicting Reading Comprehension Achievement in PISA 2018: A Data Mining Approach,The Effect of the Weight Variable on Predicting Reading Comprehension Achievement in PISA 2018: A Data Mining Approach
138,138. Kasap & Köro?lu. (2025). The Effect of the Weight Variable on Predicting.json,json,authors,disagree,0.333,"kasap,koro lu","kasap,koroglu"
138,138. Kasap & Köro?lu. (2025). The Effect of the Weight Variable on Predicting.json,json,ilsa_assessment,agree,1.0,pisa,pisa
138,138. Kasap & Köro?lu. (2025). The Effect of the Weight Variable on Predicting.json,json,ml_methods,agree,0.85,"decision tree,random forest","decision tree,neural network,random forest"
138,138. Kasap & Köro?lu. (2025). The Effect of the Weight Variable on Predicting.json,json,software,disagree,0.133,"SPSS Modeler (CART, RF classification/prediction); SPSS (outlier and missing-data analysis, multiple imputation); Weka (","r,spss"
138,138. Kasap & Köro?lu. (2025). The Effect of the Weight Variable on Predicting.json,json,countries,agree,1.0,Türkiye,tur
138,138. Kasap & Köro?lu. (2025). The Effect of the Weight Variable on Predicting.json,json,dependent_outcome,partial,0.367,"Binary reading comprehension achievement (unsuccessful: PV1 score 0–552.999; successful: PV1 score 553–1000), based on the PISA 2018 Turkey national report's pr",Reading comprehension achievement category (PV1; successful vs unsuccessful)
138,138. Kasap & Köro?lu. (2025). The Effect of the Weight Variable on Predicting.json,json,journal_venue,agree,1.0,OPUS Journal of Society Research,OPUS Journal of Society Research
139,139. Wu et al. (2026). Which Teachers Adopt AI in Teaching? An Interpretable.json,json,year,agree,1.0,2026,2026
139,139. Wu et al. (2026). Which Teachers Adopt AI in Teaching? An Interpretable.json,json,title,agree,1.0,Which Teachers Adopt AI in Teaching? An Interpretable Machine Learning Analysis of East Asian Data from TALIS 2024,Which Teachers Adopt AI in Teaching? An Interpretable Machine Learning Analysis of East Asian Data from TALIS 2024
139,139. Wu et al. (2026). Which Teachers Adopt AI in Teaching? An Interpretable.json,json,authors,agree,1.0,"liu,wu,zhao","liu,wu,zhao"
139,139. Wu et al. (2026). Which Teachers Adopt AI in Teaching? An Interpretable.json,json,ilsa_assessment,agree,1.0,talis,talis
139,139. Wu et al. (2026). Which Teachers Adopt AI in Teaching? An Interpretable.json,json,ml_methods,partial,0.5,"hlm,lasso,logistic regression,shap","gradient boosting,lasso,logistic regression,random forest,shap"
139,139. Wu et al. (2026). Which Teachers Adopt AI in Teaching? An Interpretable.json,json,software,disagree,0.067,R (packages: survey for weighted Logit models; glmnet for LASSO binomial regression; missForest for imputation); Python ,r
139,139. Wu et al. (2026). Which Teachers Adopt AI in Teaching? An Interpretable.json,json,countries,agree,1.0,"Four East Asian economies (Singapore, Shanghai (China), Korea, and Japan).","chn,jpn,kor,sgp"
139,139. Wu et al. (2026). Which Teachers Adopt AI in Teaching? An Interpretable.json,json,dependent_outcome,partial,0.45,"Teachers' AI adoption in teaching (binary: 1=used AI in teaching/to facilitate student learning in the past 12 months, 0=did not)",Teachers' AI adoption (TT4G36; binary) Teachers' AI adoption (TT4G36; binary) Teachers' AI adoption (TT4G36; binary) Teachers' AI adoption (TT4G36; binary) Teac
139,139. Wu et al. (2026). Which Teachers Adopt AI in Teaching? An Interpretable.json,json,journal_venue,agree,1.0,International Journal of Educational Research,International Journal of Educational Research
140,140. Shen & Zhou. (2026). Tools as Well-Being? AI Teaching Applications and.json,json,year,agree,1.0,2026,2026
140,140. Shen & Zhou. (2026). Tools as Well-Being? AI Teaching Applications and.json,json,title,agree,1.0,Tools as Well-Being? AI Teaching Applications and Teacher Work Stress: Evidence From TALIS 2024,Tools as well-being? AI teaching applications and teacher work stress: Evidence from TALIS 2024
140,140. Shen & Zhou. (2026). Tools as Well-Being? AI Teaching Applications and.json,json,authors,agree,1.0,"shen,zhou","shen,zhou"
140,140. Shen & Zhou. (2026). Tools as Well-Being? AI Teaching Applications and.json,json,ilsa_assessment,agree,1.0,talis,talis
140,140. Shen & Zhou. (2026). Tools as Well-Being? AI Teaching Applications and.json,json,ml_methods,partial,0.5,"hlm,neural network",hlm
140,140. Shen & Zhou. (2026). Tools as Well-Being? AI Teaching Applications and.json,json,software,missing,,None,"hlm,r"
140,140. Shen & Zhou. (2026). Tools as Well-Being? AI Teaching Applications and.json,json,countries,partial,0.5,18 countries,"chn,est,hun,isr,pol,svk,swe"
140,140. Shen & Zhou. (2026). Tools as Well-Being? AI Teaching Applications and.json,json,dependent_outcome,disagree,0.137,"Composite teacher work stress (factor score) and 3 sub-dimensions: workplace stress, workload stress, student behavior stress (original 4-point Likert scale sco",Work stress (composite factor score) Workplace stress (sub-dimension) Workload stress (sub-dimension) Student behavioral stress (sub-dimension) Work stress hete
140,140. Shen & Zhou. (2026). Tools as Well-Being? AI Teaching Applications and.json,json,journal_venue,agree,1.0,Teaching and Teacher Education,Teaching and Teacher Education
141,141. Enchikova et al. (2024). Change in socioeconomic educational equity after 20.json,json,year,agree,1.0,2024,2024
141,141. Enchikova et al. (2024). Change in socioeconomic educational equity after 20.json,json,title,agree,1.0,Change in socioeconomic educational equity after 20 years of PISA: A systematic literature review,Change in socioeconomic educational equity after 20 years of PISA: A systematic literature review
141,141. Enchikova et al. (2024). Change in socioeconomic educational equity after 20.json,json,authors,agree,1.0,"enchikova,nata,neves,toledo","enchikova,nata,neves,toledo"
141,141. Enchikova et al. (2024). Change in socioeconomic educational equity after 20.json,json,ilsa_assessment,agree,1.0,pisa,pisa
141,141. Enchikova et al. (2024). Change in socioeconomic educational equity after 20.json,json,ml_methods,missing,,,
141,141. Enchikova et al. (2024). Change in socioeconomic educational equity after 20.json,json,software,disagree,0.067,"Endnote (duplicate identification), NVivo (full-text coding/review), Microsoft Excel and Tableau 2023.3 (data consolidat",r
141,141. Enchikova et al. (2024). Change in socioeconomic educational equity after 20.json,json,countries,agree,0.8,"Global (PISA-participating countries, with more coverage of OECD/European and some Latin American countries)","are,arg,aus,aut,bel,bgr,bra,can,chl,col,cri,cze,deu,dnk,esp"
141,141. Enchikova et al. (2024). Change in socioeconomic educational equity after 20.json,json,dependent_outcome,disagree,0.124,"Reported direction/trend of change in socioeconomic educational equity over time (coded as Positive, Negative, No change, Mixed, Unclear, Omit)",Literature synthesis outcome (not student-level prediction)
141,141. Enchikova et al. (2024). Change in socioeconomic educational equity after 20.json,json,journal_venue,agree,1.0,International Journal of Educational Research Open,International Journal of Educational Research Open
142,142. Y?lmaz & Kabasakal. (2025). Comparison of Statistical and Machine Learning.json,json,year,agree,1.0,2025,2025
142,142. Y?lmaz & Kabasakal. (2025). Comparison of Statistical and Machine Learning.json,json,title,agree,1.0,Comparison of Statistical and Machine Learning Approaches for Predicting Mathematical Literacy: Evidence from PISA 2022 Türkiye,Comparison of Statistical and Machine Learning Approaches for Predicting Mathematical Literacy: Evidence from PISA 2022 Türkiye
142,142. Y?lmaz & Kabasakal. (2025). Comparison of Statistical and Machine Learning.json,json,authors,agree,1.0,"kabasakal,y lmaz","kabasakal,y lmaz"
142,142. Y?lmaz & Kabasakal. (2025). Comparison of Statistical and Machine Learning.json,json,ilsa_assessment,agree,1.0,pisa,pisa
142,142. Y?lmaz & Kabasakal. (2025). Comparison of Statistical and Machine Learning.json,json,ml_methods,agree,1.0,"lasso,neural network,random forest,xgboost","lasso,neural network,random forest,xgboost"
142,142. Y?lmaz & Kabasakal. (2025). Comparison of Statistical and Machine Learning.json,json,software,disagree,0.1,"R (v4.5.0), caret package (model training/tuning), nnet (ANN), missForest (imputation)",r
142,142. Y?lmaz & Kabasakal. (2025). Comparison of Statistical and Machine Learning.json,json,countries,agree,1.0,Türkiye,tur
142,142. Y?lmaz & Kabasakal. (2025). Comparison of Statistical and Machine Learning.json,json,dependent_outcome,agree,0.676,"Mathematical literacy (PVORT mean of 10 plausible values from PISA 2022 math assessment)
",Mathematical literacy (PVORT; averaged plausible values)
142,142. Y?lmaz & Kabasakal. (2025). Comparison of Statistical and Machine Learning.json,json,journal_venue,agree,1.0,Journal of Measurement and Evaluation in Education and Psychology,Journal of Measurement and Evaluation in Education and Psychology
143,143. Bezek Güre et al. (2023). Reviewing the Factors Affecting PISA Reading Ski.json,json_extractions,year,agree,1.0,2023,2023
143,143. Bezek Güre et al. (2023). Reviewing the Factors Affecting PISA Reading Ski.json,json_extractions,title,agree,1.0,Reviewing the Factors Affecting PISA Reading Skills by Using Random Forest and MARS Methods,Reviewing the Factors Affecting PISA Reading Skills by Using Random Forest and MARS Methods
