doi,variable_code,variable_name,category,source_category,predictor_level,predictor_category
10.1016/j.learninstruc.2024.101968,student_like_subject,Enjoyment of subject,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.learninstruc.2024.101968,homework_expected_time,Expected homework time,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/bs16071062,T4PTLEAD,School administrator leadership,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/bs16071062,T4PJOBSAT,School administrator job satisfaction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/bs16071062,T4PWLOAD,School administrator workload,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/bs16071062,T4PDIVBF,Diversity beliefs,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/bs16071062,T4PWELS,School administrator well-being,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/bs16071062,CNTRY,Country context,system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.3390/bs16071062,IDPOP,Sample population indicator,system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1109/CSCI62032.2023.00037,socioeconomic_status,Socioeconomic status of parents,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1109/CSCI62032.2023.00037,computer_self_efficacy,Computer self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1109/CSCI62032.2023.00037,instructional_clarity,Instructional clarity,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1109/CSCI62032.2023.00037,confidence_in_science,Confidence in science,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1109/CSCI62032.2023.00037,valuing_science,Valuing science,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.compedu.2024.105166,ict_availability,ICT availability,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,usage_at_home,usage at home,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.compedu.2024.105166,usage_at_school,usage at school,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.compedu.2024.105166,ST004D01T,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.compedu.2024.105166,EXPECEDU,Expected educational level,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,HISCED,Parents' highest education (ISCED),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.compedu.2024.105166,PAREDINT,Highest parental education (years),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.compedu.2024.105166,HISEI,Highest parental occupational status,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.compedu.2024.105166,BFMJ2,Father occupational status (ISEI),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.compedu.2024.105166,BMMJ1,Mother occupational status (ISEI),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.compedu.2024.105166,HOMEPOS,Home possessions,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.compedu.2024.105166,ICTEFFIC,Digital self-efficacy,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ICTSUBJ,Subject-related ICT use,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ICTREG,Regulated ICT use views,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ICTWKDY,ICT frequency (weekday),ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ICTWKEND,ICT frequency (weekend),ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ICTOUT,ICT use for school activities,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ICTENQ,ICT use in enquiry learning,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ICTINFO,Online information practices,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ICTQUAL,Quality of ICT access,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ict_feedback,ICT feedback,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,support,support,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ICTHOME,ICT availability outside school,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,ANXMAT,Mathematics anxiety,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,BELONG,Sense of belonging,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,LIFESAT,Life satisfaction,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,EXPWB,Experienced well-being,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,PSYCHSYM,Psychosomatic symptoms,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,STRESAGR,Stress resistance,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,EMOCOAGR,Emotional control,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,SOCCON,Social connections,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,SOCONPA,Connection to parents,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,RELATST,Student-teacher relationships,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,FAMSUP,Family support,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1016/j.compedu.2024.105166,FAMSUPSL,Family support for self-learning,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1016/j.compedu.2024.105166,STUDYHMW,Studying for homework,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,WORKHOME,Household work before/after school,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,WORKPAY,Working for pay before/after school,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,DURECEC,Duration in early childhood education,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,SKIPPING,Skipping classes,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,REPEAT,Grade repetition,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.compedu.2024.105166,TARDYSD,Arriving late for school,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,IMMIG,Immigrant background,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.compedu.2024.105166,LANGN,Language spoken at home,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.compedu.2024.105166,MATHMOT,Motivation to do well in math,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,MATHPREF,Preference of mathematics,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,MATHEFF,Mathematics self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,MATHEF21,Math self-efficacy (21st century),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,effort,Effort,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,persistence_in_math,persistence in math,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,FAMCON,Subjective familiarity with math,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,COGACMCO,Cognitive activation (math thinking),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.compedu.2024.105166,COGACRCO,Cognitive activation (reasoning),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.compedu.2024.105166,DISCLIM,Disciplinary climate in math,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.compedu.2024.105166,TEACHSUP,Mathematics teacher support,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1016/j.compedu.2024.105166,SCHSUST,School actions to sustain learning,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.compedu.2024.105166,EXERPRAC,Exercise or sport before/after school,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,STUBMI,Body mass index (BMI),student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,EMPATAGR,Empathy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,CURIOAGR,Curiosity,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,COOPAGR,Cooperation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,PERSEVAGR,Perseverance,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,PROBSELF,Problems with self-directed learning,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,SOCCONPA,Social connection to parents,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1016/j.compedu.2024.105166,BSMJ,Expected occupation status,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,SISCO,Clear idea about future job,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,MATHEASE,Perception of math easiness,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,EXPOFA,Exposure to formal math tasks,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.compedu.2024.105166,EXPO21ST,Exposure to 21st-century math tasks,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.compedu.2024.105166,ASSERAGR,Assertiveness,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,BODYIMA,Body image,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.compedu.2024.105166,LEARRES,Learning resources during closure,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.compedu.2024.105166,SDLEFF,Self-directed learning self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.18608/jla.2024.8007,process_profile_score_level,Performance level (score quartiles),prior_achievement,peer_reviewed_research,Student Level,Student: Prior Achievement
10.18608/jla.2024.8007,item_response_sequence,Item response correctness sequence,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.18608/jla.2024.8007,response_time_sequence,Discretized response time sequence,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.18608/jla.2024.8007,tool_use_sequence,Discretized tool-use sequence,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.18608/jla.2024.8007,test_session_position,Early vs middle vs late items,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.18608/jla.2024.8007,item_block_time,Total time on item block,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.18608/jla.2024.8007,item_difficulty,Item difficulty level,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.18608/jla.2024.8007,item_type,Item type (MC/SR/SCR/ECR),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.18608/jla.2024.8007,content_area,Content area (number/geometry/etc.),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/educsci15020133,creative_thinking_mean_score,Creative thinking mean score,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/educsci15020133,Var_1,Var 1 (writing/critical activities),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/educsci15020133,Var_2,Var 2 (art/music activities),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
